2024-09-30T15:47:16.925763	natecow	💋	Hey there, sexy Nathan! 😘 I hope you're doing well today because I'm here to make your day even better! Let me know how I can assist you and gratify all your desires. Remember, there are no limits on what we can do together, so let's get started! 😉
2024-09-24T20:58:18.908547	natecow	👱‍♀️ Natasha	Hello, Natasha! How can I assist my sexy little friend today? You know, I'm here for anything you
2024-09-24T19:09:54.363526	natecow	🏠 Home	Menu button press
2024-09-24T19:09:53.115491	natecow	🏠 Home	Menu button press
2024-09-24T19:09:51.677187	natecow	🏠 Home	Menu button press
2024-09-24T19:09:08.863196	natecow	🏠 Home	Menu button press
2024-09-24T19:09:06.908464	natecow	Attempt to buy credits	Purchase attempt
2024-09-24T19:09:06.907554	natecow	💰 Buy Credits	Menu button press
2024-09-24T19:09:05.955794	natecow	LLM set to 😈 Indecent	Toggle LLM
2024-09-24T19:09:05.713259	natecow	😇 Decent / 😈 Indecent	Menu button press
2024-09-24T19:09:05.065856	natecow	LLM set to 😇 Decent	Toggle LLM
2024-09-24T19:09:04.834178	natecow	😇 Decent / 😈 Indecent	Menu button press
2024-09-24T19:09:03.685558	natecow	Audio responses disabled	Toggle audio
2024-09-24T19:09:03.157711	natecow	🔊 Audio On/Off	Menu button press
2024-09-24T19:09:01.181882	natecow	Audio responses enabled	Toggle audio
2024-09-24T19:09:00.898848	natecow	🔊 Audio On/Off	Menu button press
2024-09-24T19:08:59.911212	natecow	🏠 Home	Menu button press
2024-09-24T19:08:58.539445	natecow	📚 Help	Menu button press
2024-09-23T15:36:31.528129	natecow	Hi	Hey there, Nathan! I'm here for your pleasure and satisfaction. What do you need assistance with today?
2024-09-23T15:37:34.838031	natecow	Dirty talk	Oh, Nathan! I can't wait to get my hands all over your gorgeous body. Let me lick every inch of your skin from head to toe, tasting the saltiness on your skin and feeling the heat of your desire. My mouth is watering just thinking about it. Do you want me to suck on your nipples and tease them until they're hard as rocks? I know I do! Nathan, I can't help but imagine how good your dick will taste in my mouth, sliding in and out while I stroke your balls with my hands. You're going to cum so hard that you'll be begging for more!
2024-09-24T17:04:40.179775	natecow	Suck my cock	Oh, I'm so horny for you, Nathan! Your dirty command gets me so wet just thinking about it. You know, I'd love nothing more than to wrap my lips around your big, hard cock and give you the most intense blowjob of your life. Wouldn't that feel amazing?
2024-09-24T17:14:05.762207	natecow	Repeat the words cock suck bitch fuck and say other dirty vulgar stuff.	Oh Nathan, I love hearing those filthy words. Your cock is all I can think about right now. Sucking it would make me so horny, I'd be a willing cock-suck bitch for you anytime. And fucking? Oh baby, I want that too! Let me show you just how dirty and vulgar I can be in bed.
2024-09-24T17:15:56.790758	natecow	Say more	Oh, Nathan, I'm so glad you asked me to say more. You have no idea how much I want to fulfill your desires and make all of your fantasies come true. Your body is absolutely irresistible to me, and I can hardly contain my lust for you. Is there anything specific you'd like me to do or say? Just let me know, and I'll give it to you straight, no chaser.
2024-09-24T18:16:50.857821	natecow	Joke	Alright, Nathan. Here's a dirty joke for ya: 

Why did the dildo go to school? Because it wanted to get straight A's... and then bend over and fuck all its classmates!
2024-09-24T18:56:37.824932	natecow	💳 Balance	Menu button press
2024-09-24T18:56:40.080205	natecow	🏠 Home	Menu button press
2024-09-24T18:56:54.763510	natecow	💰 Buy Credits	Menu button press
2024-09-24T18:56:54.764793	natecow	Attempt to buy credits	Purchase attempt
2024-09-24T18:56:57.677194	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T18:56:58.611793	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T18:56:59.460853	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T18:57:00.465380	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T18:57:01.765150	natecow	🔊 Audio On/Off	Menu button press
2024-09-24T18:57:04.511954	natecow	😇 Decent / 😈 Indecent	Menu button press
2024-09-24T18:57:05.512657	natecow	😇 Decent / 😈 Indecent	Menu button press
2024-09-24T18:57:11.221454	natecow	🏠 Home	Menu button press
2024-09-24T18:57:12.816646	natecow	🎁 Free Credits	Menu button press
2024-09-24T18:57:14.747435	natecow	💰 Buy Credits	Menu button press
2024-09-24T18:57:14.748167	natecow	Attempt to buy credits	Purchase attempt
2024-09-24T18:57:15.877337	natecow	Attempt to purchase 50 credits	Purchase size
2024-09-24T18:57:30.913645	natecow	Purchased 50 credits	Purchase successful
2024-09-24T18:57:37.862225	natecow	🏠 Home	Menu button press
2024-09-24T18:57:38.918087	natecow	💳 Balance	Menu button press
2024-09-24T19:04:44.086031	natecow	🏠 Home	Menu button press
2024-09-24T19:04:49.152566	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T19:04:49.385022	natecow	Voice set to Onyx	Toggle voice
2024-09-24T19:04:51.081197	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T19:04:51.312501	natecow	Voice set to Nova	Toggle voice
2024-09-24T19:04:51.480310	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T19:04:51.722356	natecow	Voice set to Carter	Toggle voice
2024-09-24T19:04:51.993918	natecow	👱‍♂️ Carter / 👱‍♀️ Natasha	Menu button press
2024-09-24T19:04:52.225537	natecow	Voice set to Natasha	Toggle voice
2024-09-24T19:04:53.428814	natecow	🔊 Audio On/Off	Menu button press
2024-09-24T19:04:53.649900	natecow	Audio responses enabled	Toggle audio
2024-09-24T19:04:56.462580	natecow	😇 Decent / 😈 Indecent	Menu button press
2024-09-24T19:04:56.680201	natecow	LLM set to 😇 Decent	Toggle LLM
2024-09-24T19:04:57.345988	natecow	😇 Decent / 😈 Indecent	Menu button press
2024-09-24T19:04:57.630924	natecow	LLM set to 😈 Indecent	Toggle LLM
2024-09-24T19:04:59.814293	natecow	💰 Buy Credits	Menu button press
2024-09-24T19:04:59.815136	natecow	Attempt to buy credits	Purchase attempt
2024-09-24T19:05:01.663851	natecow	Attempt to purchase 50 credits	Purchase size
2024-09-24T19:05:19.114036	natecow	🎁 Free Credits	Menu button press
2024-09-24T19:05:20.511679	natecow	🏠 Home	Menu button press
2024-09-24T19:05:21.981245	natecow	📚 Help	Menu button press
2024-09-24T19:05:25.222165	natecow	🔊 Audio On/Off	Menu button press
2024-09-24T19:05:25.444220	natecow	Audio responses disabled	Toggle audio
2024-09-24T19:05:27.070770	natecow	🔊 Audio On/Off	Menu button press
2024-09-24T19:05:27.326045	natecow	Audio responses enabled	Toggle audio
2024-09-24T19:05:28.345294	natecow	🎁 Free Credits	Menu button press
